2019-03-06 16:56:26,748 [  55631]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index JS.class.implements will be built. 
2019-03-06 16:56:26,768 [  55651]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index JS.custom.stub.index will be built. 
2019-03-06 16:56:26,769 [  55652]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index js.symbol.index2 will be built. 
2019-03-06 16:56:26,779 [  55662]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index js.typedef.index2 will be built. 
2019-03-06 16:56:26,780 [  55663]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index js.generics.index will be built. 
2019-03-06 16:56:26,781 [  55664]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index JS.base.types.index will be built. 
2019-03-06 16:56:26,782 [  55665]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index js.class.index2 will be built. 
2019-03-06 16:56:26,783 [  55666]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index js.namespace.index will be built. 
2019-03-06 16:56:26,785 [  55668]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index js.namespace.including.local.members.index will be built. 
2019-03-06 16:56:26,798 [  55681]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index JS.subclass.stub.index will be built. 
